Frame,Raw_Intensity,Processed_Intensity
3001,1.61,0.6009
3002,108.12,0.6123
3003,189.88,0.5715
3004,215.64,0.5718
3005,189.79,0.4847
3006,2.02,0.4922
3007,1.5,0.4714
3008,199.15,0.4718
3009,190.16,0.6155
3010,190.23,0.7655
3011,177.84,0.7665
3012,185.01,0.7986
3013,200.33,0.8263
3014,229.47,0.8559
3015,224.18,0.7058
3016,213.96,0.724
3017,1.38,0.732
3018,222.69,0.7445
3019,239.18,0.5728
3020,239.54,0.7342
3021,3.9,0.7353
3022,198.8,0.7229
3023,224.01,0.6862
3024,224.02,0.8362
3025,194.63,0.8524
3026,187.42,0.8623
3027,218.61,0.8658
3028,236.16,0.8878
3029,228.29,0.888
3030,221.58,0.8758
3031,187.66,0.8588
3032,203.63,0.843
3033,215.31,0.8029
3034,209.02,0.7443
3035,172.56,0.7476
3036,115.96,0.5733
3037,207.65,0.5174
3038,2.02,0.491
3039,140.66,0.4925
3040,140.34,0.3252
3041,117.81,0.4277
3042,3.0,0.4137
3043,127.4,0.3996
3044,123.43,0.4058
3045,123.1,0.5059
3046,125.48,0.4043
3047,125.41,0.4446
3048,3.17,0.4905
3049,172.65,0.5349
3050,179.34,0.5705
3051,179.77,0.6806
3052,168.98,0.6479
3053,137.82,0.6143
3054,132.66,0.6156
3055,138.21,0.4789
3056,181.34,0.368
3057,1.74,0.4383
3058,2.24,0.4767
3059,218.6,0.499
3060,185.24,0.4993
3061,208.62,0.6624
3062,2.0,0.6089
3063,201.78,0.5824
3064,153.14,0.5667
3065,152.93,0.7198
3066,189.35,0.7102
3067,189.34,0.7304
3068,189.95,0.7514
3069,177.87,0.7424
3070,178.69,0.7692
3071,178.3,0.7899
3072,222.1,0.769
3073,215.26,0.73
3074,152.27,0.7231
3075,130.99,0.6808
3076,169.89,0.5063
3077,170.4,0.449
3078,1.8,0.4515
3079,82.12,0.4886
3080,134.04,0.4645
3081,215.3,0.6073
3082,140.92,0.7037
3083,176.53,0.732
3084,200.03,0.7186
3085,168.63,0.7301
3086,198.89,0.7383
3087,155.03,0.5762
3088,186.56,0.5999
3089,1.69,0.5993
3090,197.67,0.6347
3091,198.18,0.6278
3092,198.32,0.7364
3093,178.13,0.7279
3094,134.56,0.5671
3095,187.23,0.4064
3096,1.42,0.2619
3097,1.75,0.3161
3098,1.43,0.304
3099,200.86,0.4486
3100,172.43,0.5774
3101,178.24,0.7297
3102,159.34,0.7282
3103,187.79,0.7043
3104,199.02,0.7178
3105,143.18,0.7468
3106,194.72,0.7381
3107,194.76,0.7208
3108,177.24,0.772
3109,177.86,0.7779
3110,205.76,0.7328
3111,201.98,0.7567
3112,139.5,0.7864
3113,206.54,0.7535
3114,214.16,0.7779
3115,165.59,0.8148
3116,231.76,0.805
3117,184.63,0.6322
3118,194.52,0.6413
3119,2.86,0.614
3120,176.73,0.6252
3121,198.34,0.6275
3122,198.35,0.7698
3123,197.36,0.7368
3124,176.9,0.736
3125,136.28,0.6934
3126,197.4,0.6405
3127,146.19,0.6125
3128,132.68,0.6677
3129,142.68,0.6939
3130,203.83,0.6898
3131,229.41,0.7082
3132,141.2,0.7351
3133,155.18,0.7587
3134,175.63,0.7364
3135,232.7,0.7972
3136,202.08,0.8311
3137,215.6,0.6891
3138,196.64,0.6886
3139,1.9,0.6788
3140,232.12,0.662
3141,190.06,0.5022
3142,195.1,0.6652
3143,1.09,0.6211
3144,201.34,0.6114
3145,178.12,0.578
3146,178.3,0.704
3147,154.13,0.682
3148,155.25,0.6832
3149,174.41,0.6706
3150,179.64,0.7118
3151,162.92,0.6941
3152,204.51,0.702
3153,133.58,0.7219
3154,184.11,0.7456
3155,203.88,0.6884
3156,191.94,0.6885
3157,134.62,0.5392
3158,133.67,0.3748
3159,1.5,0.4062
3160,2.73,0.4422
3161,230.37,0.4819
3162,178.65,0.4826
3163,182.2,0.6394
3164,2.33,0.6288
3165,194.62,0.6494
3166,217.33,0.612
3167,203.91,0.7193
3168,136.44,0.5617
3169,133.59,0.4881
3170,1.86,0.4691
3171,127.22,0.5051
3172,180.74,0.397
3173,180.39,0.5825
3174,1.36,0.6257
3175,228.8,0.6419
3176,180.03,0.6369
3177,200.67,0.814
3178,174.24,0.6278
3179,217.96,0.4822
3180,1.1,0.4862
3181,1.8,0.5331
3182,205.59,0.3563
3183,231.68,0.5407
3184,1.63,0.7204
3185,226.64,0.7332
3186,221.66,0.6807
3187,221.28,0.8289
3188,167.4,0.7518
3189,182.98,0.679
3190,132.36,0.608
3191,132.58,0.5926
3192,134.38,0.553
3193,148.52,0.5754
3194,134.54,0.6324
3195,159.83,0.6902
3196,202.27,0.7362
3197,205.11,0.7893
3198,204.74,0.752
3199,199.55,0.7514
3200,114.19,0.6994
3201,201.54,0.6481
3202,141.54,0.4865
3203,141.9,0.3952
3204,1.86,0.3381
3205,2.58,0.3445
3206,131.62,0.3504
3207,149.38,0.4934
3208,149.14,0.6143
3209,176.86,0.6697
3210,150.42,0.7116
3211,199.44,0.7015
3212,200.54,0.666
3213,136.78,0.7055
3214,133.51,0.6477
3215,198.77,0.6586
3216,128.64,0.7141
3217,213.92,0.7744
3218,204.74,0.7722
3219,207.24,0.6689
3220,196.03,0.6754
3221,2.28,0.6392
3222,221.9,0.6099
3223,160.46,0.4513
3224,171.32,0.5401
3225,2.11,0.4695
3226,110.82,0.483
3227,135.56,0.4865
3228,177.0,0.6348
3229,175.58,0.7343
3230,183.59,0.736
3231,232.53,0.7542
3232,137.58,0.7655
3233,199.34,0.7721
3234,189.4,0.7513
3235,191.62,0.7698
3236,207.09,0.7377
3237,160.26,0.7137
3238,159.96,0.6759
3239,160.11,0.5078
3240,145.36,0.3817
3241,1.48,0.367
3242,5.92,0.3523
3243,142.04,0.2917
3244,142.1,0.4655
3245,71.22,0.5925
3246,214.1,0.62
3247,161.28,0.6745
3248,175.73,0.787
3249,208.77,0.7889
3250,208.87,0.8311
3251,216.31,0.8735
3252,212.99,0.8599
3253,227.54,0.8088
3254,192.12,0.7515
3255,146.45,0.6859
3256,146.22,0.6504
3257,132.71,0.608
3258,184.11,0.6648
3259,140.26,0.7351
3260,215.94,0.6283
3261,232.15,0.6697
3262,2.14,0.7205
3263,234.7,0.7037
3264,202.4,0.515
3265,195.46,0.6624
3266,1.3,0.6122
3267,182.46,0.5887
3268,173.22,0.5706
3269,173.7,0.6974
3270,173.3,0.6502
3271,156.44,0.654
3272,124.7,0.6332
3273,177.83,0.5955
3274,148.32,0.5714
3275,127.19,0.5727
3276,126.88,0.531
3277,126.33,0.5217
3278,126.86,0.5306
3279,136.9,0.5356
3280,138.01,0.4337
3281,133.07,0.4551
3282,1.7,0.499
3283,153.0,0.5544
3284,190.64,0.4473
3285,205.73,0.5003
3286,2.12,0.4877
3287,66.49,0.4936
3288,137.63,0.4858
3289,197.76,0.6625
3290,196.18,0.6093
3291,218.35,0.4989
3292,1.45,0.3388
3293,2.57,0.3486
3294,1.85,0.2848
3295,208.16,0.3777
3296,140.36,0.377
3297,115.04,0.3775
3298,1.74,0.3352
3299,2.43,0.3324
3300,156.48,0.3813
3301,136.91,0.5432
3302,174.88,0.6886
3303,199.7,0.682
3304,180.32,0.5723
3305,148.44,0.4316
3306,2.65,0.4611
3307,2.76,0.4582
3308,235.88,0.4905
3309,176.74,0.6445
3310,187.99,0.7975
3311,190.96,0.6066
3312,190.0,0.654
3313,2.33,0.6582
3314,234.72,0.6408
3315,193.08,0.6241
3316,169.76,0.761
3317,169.52,0.71
3318,169.75,0.7357
3319,172.4,0.7205
3320,224.48,0.6403
3321,151.18,0.5035
3322,71.43,0.5235
3323,2.36,0.501
3324,196.89,0.5392
3325,196.93,0.4827
3326,198.01,0.6719
3327,2.26,0.6808
3328,233.85,0.69
3329,207.77,0.6977
3330,208.14,0.8609
3331,207.38,0.8277
3332,202.01,0.824
3333,193.19,0.8145
3334,203.2,0.8058
3335,196.53,0.7851
3336,196.74,0.7716
3337,176.7,0.7677
3338,176.75,0.7225
3339,198.39,0.7209
3340,141.19,0.6859
3341,194.8,0.5426
3342,133.94,0.3826
3343,1.35,0.4193
3344,2.7,0.4331
3345,186.03,0.4704
3346,211.7,0.5805
3347,179.58,0.716
3348,136.01,0.7302
3349,168.5,0.6962
3350,203.45,0.702
3351,170.02,0.748
3352,186.74,0.764
3353,192.22,0.7714
3354,188.12,0.79
3355,212.54,0.7831
3356,192.77,0.7906
3357,178.22,0.8014
3358,201.43,0.7755
3359,201.3,0.766
3360,180.94,0.7685
3361,181.17,0.6049
3362,181.18,0.6182
3363,1.32,0.6459
3364,217.62,0.6718
3365,214.77,0.525
3366,212.92,0.5257
3367,1.6,0.4929
3368,2.1,0.4265
3369,177.49,0.4213
3370,133.6,0.5669
3371,206.55,0.7484
3372,179.74,0.7877
3373,224.09,0.6798
3374,225.64,0.5122
3375,1.56,0.53
3376,1.47,0.4661
3377,201.54,0.4419
3378,145.96,0.4419
3379,195.94,0.5521
3380,1.65,0.5334
3381,136.25,0.5593
3382,178.64,0.4006
3383,177.72,0.5942
3384,1.73,0.6397
3385,238.53,0.6468
3386,191.9,0.5028
3387,187.35,0.5775
3388,1.56,0.4989
3389,93.1,0.5198
3390,142.4,0.5418
3391,217.45,0.7185
3392,214.18,0.8201
3393,217.74,0.8818
3394,217.48,0.8178
3395,217.83,0.7575
3396,139.14,0.7234
3397,140.4,0.7129
3398,176.06,0.657
3399,204.58,0.7004
3400,149.44,0.6954
3401,192.32,0.6598
3402,134.28,0.4942
3403,132.43,0.4782
3404,2.03,0.4661
3405,129.85,0.504
3406,177.48,0.3969
3407,180.66,0.5664
3408,1.42,0.6074
3409,209.42,0.6094
3410,180.02,0.6085
3411,179.86,0.7544
3412,179.64,0.7559
3413,179.88,0.7593
3414,211.2,0.7279
3415,184.26,0.6894
3416,141.39,0.7128
3417,132.59,0.6973
3418,208.55,0.6782
3419,192.2,0.6939
3420,160.82,0.7168
3421,160.66,0.6774
3422,160.56,0.5305
3423,160.37,0.4007
3424,12.48,0.3879
3425,2.08,0.3755
3426,144.95,0.377
3427,145.42,0.368
3428,162.21,0.4772
3429,1.52,0.5223
3430,135.67,0.5509
3431,200.12,0.5651
3432,180.4,0.7104
3433,179.54,0.6006
3434,179.27,0.6302
3435,1.37,0.6294
3436,236.3,0.6373
3437,179.45,0.6361
3438,189.14,0.8118
3439,177.87,0.7841
3440,216.26,0.7542
3441,202.43,0.7152
3442,142.93,0.7111
3443,141.44,0.5367
3444,172.84,0.3726
3445,2.86,0.4501
3446,1.66,0.5169
3447,237.81,0.3776
3448,223.06,0.5672
3449,2.53,0.7498
3450,234.72,0.736
3451,225.13,0.7337
3452,220.89,0.9038
3453,220.25,0.7146
3454,210.58,0.7258
3455,3.31,0.7181
3456,238.74,0.6841
3457,211.58,0.6572
3458,178.58,0.7959
3459,177.64,0.7429
3460,173.09,0.7545
3461,173.91,0.7928
3462,225.7,0.8317
3463,225.4,0.6939
3464,225.29,0.6052
3465,4.5,0.6087
3466,65.4,0.5905
3467,230.02,0.4088
3468,203.1,0.4085
3469,3.07,0.5069
3470,4.09,0.4706
3471,185.8,0.4866
3472,185.55,0.6877
3473,222.66,0.8864
3474,249.11,0.7375
3475,247.18,0.7658
3476,3.65,0.7602
3477,220.18,0.6977
3478,215.86,0.6765
3479,172.56,0.8166
3480,221.3,0.8173
3481,174.96,0.8251
3482,221.09,0.8689
3483,225.34,0.8372
3484,226.22,0.6975
3485,182.52,0.7058
3486,4.03,0.6892
3487,231.24,0.703
3488,205.1,0.5557
3489,243.0,0.555
3490,2.37,0.54
3491,3.19,0.5678
3492,212.88,0.5307
3493,239.1,0.5309
3494,197.59,0.5302
3495,2.66,0.5034
3496,2.3,0.4556
3497,180.14,0.441
3498,180.54,0.5855
3499,179.76,0.7308
3500,179.4,0.6962
3501,180.09,0.7069
3502,137.88,0.7061
3503,193.56,0.7054
3504,178.8,0.5596
3505,178.5,0.5576
3506,1.8,0.5671
3507,135.37,0.5734
3508,205.18,0.4294
3509,186.5,0.6001
3510,2.34,0.5972
3511,210.69,0.5464
3512,131.78,0.5107
3513,143.04,0.6535
3514,142.78,0.6683
3515,177.14,0.7265
3516,228.79,0.7792
3517,202.9,0.7832
3518,207.57,0.8055
3519,147.72,0.7959
3520,204.37,0.7444
3521,217.06,0.7216
3522,139.87,0.716
3523,179.72,0.7035
3524,140.86,0.6917
3525,189.08,0.5784
3526,202.54,0.606
3527,1.29,0.6381
3528,213.48,0.6406
3529,180.2,0.4763
3530,192.08,0.5846
3531,1.58,0.5528
3532,133.82,0.5507
3533,174.49,0.5392
3534,177.66,0.6776
3535,178.06,0.5691
3536,170.78,0.4276
3537,1.13,0.2842
3538,1.41,0.2932
3539,2.26,0.2989
3540,188.99,0.4306
3541,177.75,0.5348
3542,162.33,0.6644
3543,128.91,0.6166
3544,160.72,0.4724
3545,130.52,0.3412
3546,1.4,0.4018
3547,1.73,0.3793
3548,203.11,0.382
3549,133.14,0.3824
3550,133.92,0.4916
3551,1.8,0.467
3552,135.41,0.5486
3553,173.03,0.61
3554,232.92,0.7871
3555,209.0,0.8764
3556,218.44,0.9266
3557,244.68,0.929
3558,234.41,0.9508
3559,235.91,0.9652
3560,235.68,0.9387
3561,235.97,0.9465
3562,212.33,0.9335
3563,243.99,0.8865
3564,219.94,0.841
3565,178.15,0.6691
3566,180.33,0.4714
3567,2.03,0.4423
3568,2.16,0.4406
3569,184.32,0.4616
3570,176.08,0.462
3571,206.03,0.6536
3572,2.53,0.6205
3573,236.52,0.6025
3574,143.89,0.5515
3575,154.06,0.7418
3576,143.61,0.6565
3577,235.34,0.6572
3578,132.16,0.6261
3579,144.72,0.6043
3580,116.08,0.5077
3581,116.9,0.4962
3582,117.2,0.4748
3583,118.04,0.4867
3584,118.52,0.4977
3585,130.74,0.5155
3586,130.32,0.5882
3587,138.9,0.5999
3588,207.01,0.5876
3589,132.85,0.4829
3590,115.64,0.3707
3591,2.26,0.3114
3592,1.65,0.3289
3593,134.54,0.3494
3594,154.19,0.4424
3595,140.76,0.5425
3596,116.03,0.4339
3597,124.09,0.4214
3598,1.64,0.4128
3599,138.89,0.427
3600,130.3,0.4315
3601,133.37,0.5363
3602,129.57,0.5295
3603,129.88,0.529
3604,130.52,0.422
3605,129.72,0.3175
3606,2.49,0.2129
3607,1.74,0.253
3608,1.94,0.2428
3609,179.56,0.3366
3610,117.26,0.3373
3611,117.15,0.4303
3612,2.6,0.3851
3613,115.82,0.3863
3614,124.22,0.401
3615,118.67,0.4921
3616,135.23,0.3993
3617,114.03,0.2994
3618,2.33,0.2043
3619,1.95,0.1475
3620,2.4,0.1658
3621,65.66,0.275
3622,136.38,0.3843
3623,135.93,0.533
3624,135.67,0.6299
3625,184.29,0.6772
3626,184.28,0.5679
3627,194.15,0.4584
3628,2.3,0.4722
3629,1.72,0.4616
3630,201.1,0.4388
3631,171.41,0.595
3632,166.23,0.7352
3633,193.41,0.7408
3634,173.12,0.7405
3635,207.98,0.7506
3636,171.05,0.7607
3637,178.62,0.8235
3638,205.71,0.7984
3639,249.98,0.8039
3640,177.35,0.804
3641,177.74,0.802
3642,178.66,0.7366
3643,203.3,0.7133
3644,169.98,0.6897
3645,148.9,0.6881
3646,148.85,0.524
3647,176.73,0.3878
3648,2.49,0.3861
3649,3.4,0.4111
3650,146.77,0.422
3651,179.46,0.4229
3652,190.02,0.5942
3653,3.58,0.6336
3654,213.04,0.6478
3655,194.91,0.6118
3656,196.81,0.728
3657,146.08,0.6594
3658,145.72,0.6091
3659,129.04,0.5945
3660,133.45,0.6355
3661,178.98,0.6782
3662,196.16,0.7347
3663,197.98,0.8088
3664,198.2,0.7276
3665,224.1,0.7561
3666,79.54,0.7671
3667,231.11,0.6072
3668,211.4,0.5779
3669,2.66,0.6674
3670,188.16,0.6553
3671,189.02,0.4842
3672,216.33,0.5403
3673,2.14,0.4968
3674,71.29,0.4835
3675,134.91,0.4558
3676,172.8,0.6262
3677,182.38,0.5709
3678,210.66,0.4633
3679,3.53,0.4916
3680,3.31,0.4684
3681,207.41,0.4536
3682,154.02,0.6065
3683,192.62,0.7262
3684,190.5,0.7139
3685,149.83,0.6999
3686,192.31,0.6477
3687,136.92,0.6004
3688,128.72,0.5689
3689,132.7,0.5235
3690,111.25,0.5042
3691,136.82,0.4001
3692,113.23,0.2934
3693,1.44,0.2042
3694,2.08,0.0946
3695,2.2,0.1148
3696,2.7,0.2602
3697,137.99,0.4035
3698,179.3,0.4034
3699,177.36,0.5966
3700,2.09,0.5799
3701,239.11,0.5283
3702,117.52,0.4884
3703,116.2,0.6524
3704,128.44,0.6061
3705,202.72,0.6067
3706,182.46,0.5131
3707,118.27,0.4096
3708,1.73,0.2453
3709,1.8,0.1918
3710,1.8,0.1906
3711,116.94,0.3284
3712,116.88,0.3285
3713,170.28,0.4598
3714,1.86,0.4607
3715,162.42,0.4716
3716,118.13,0.4265
3717,130.21,0.5662
3718,115.02,0.5764
3719,172.84,0.6274
3720,174.85,0.6253
3721,180.52,0.6871
3722,127.62,0.659
3723,190.69,0.6241
3724,138.42,0.5871
3725,132.11,0.593
3726,135.35,0.5442
3727,134.75,0.5441
3728,131.02,0.4372
3729,138.3,0.3282
3730,1.42,0.3138
3731,1.94,0.3023
3732,117.17,0.3199
3733,116.94,0.4742
3734,159.87,0.5793
3735,190.08,0.6386
3736,130.59,0.6386
3737,189.72,0.6038
3738,116.93,0.5744
3739,117.25,0.4864
3740,154.1,0.4733
3741,22.92,0.4717
3742,173.78,0.5261
3743,114.93,0.5502
3744,183.79,0.7203
3745,183.65,0.7051
3746,230.97,0.7352
3747,155.15,0.5863
3748,151.82,0.4378
3749,1.65,0.2508
3750,1.96,0.3136
3751,2.22,0.2853
3752,231.9,0.4107
3753,117.2,0.4102
3754,155.06,0.5039
3755,1.31,0.4104
3756,116.92,0.4107
3757,117.55,0.3929
3758,117.53,0.5521
3759,133.27,0.4583
3760,196.1,0.4751
3761,2.1,0.4893
3762,138.17,0.498
3763,134.85,0.4476
3764,143.97,0.6128
3765,134.4,0.6673
3766,204.18,0.6873
3767,204.88,0.6708
3768,159.36,0.668
3769,123.76,0.5028
3770,130.93,0.4521
3771,2.04,0.4502
3772,142.86,0.4894
3773,157.12,0.3837
3774,171.7,0.4861
3775,1.56,0.4826
3776,127.37,0.4866
3777,138.63,0.4885
3778,161.99,0.652
3779,173.98,0.6912
3780,201.57,0.6834
3781,175.4,0.6661
3782,129.02,0.6389
3783,140.88,0.6411
3784,140.64,0.6117
3785,204.28,0.6119
3786,139.38,0.4986
3787,129.36,0.4992
3788,2.19,0.4757
3789,141.42,0.5286
3790,175.5,0.4248
3791,204.09,0.58
3792,2.36,0.6152
3793,192.14,0.5883
3794,184.48,0.4228
3795,142.54,0.5855
3796,1.7,0.599
3797,201.38,0.6167
3798,208.62,0.6633
3799,206.08,0.8218
3800,199.64,0.8172
3801,195.56,0.6476
3802,195.8,0.4816
3803,1.08,0.3205
3804,3.07,0.1627
3805,2.54,0.0043
3806,2.5,0.005
3807,2.05,0.1947
3808,1.9,0.3451
3809,235.14,0.5183
3810,186.57,0.519
3811,214.32,0.6443
3812,2.89,0.5792
3813,155.18,0.5444
3814,155.53,0.3707
3815,144.01,0.5301
3816,1.86,0.5477
3817,197.79,0.5983
3818,176.76,0.5917
3819,217.46,0.7016
3820,135.96,0.6604
3821,136.26,0.7087
3822,147.45,0.7025
3823,235.76,0.7724
3824,209.92,0.8218
3825,221.49,0.8179
3826,196.69,0.806
3827,142.64,0.8092
3828,221.16,0.7467
3829,213.89,0.6917
3830,145.05,0.5767
3831,129.4,0.3978
3832,1.92,0.4161
3833,2.31,0.4698
3834,236.31,0.5566
3835,210.67,0.7253
3836,235.59,0.8663
3837,208.3,0.8626
3838,174.82,0.7839
3839,231.82,0.6965
3840,114.38,0.6287
3841,128.66,0.5949
3842,125.36,0.5046
3843,133.54,0.5069
3844,121.25,0.5084
3845,117.2,0.519
3846,130.49,0.4115
3847,138.34,0.3143
3848,2.11,0.2198
3849,2.32,0.1148
3850,1.54,0.0038
3851,2.09,0.0478
3852,2.59,0.1708
3853,55.84,0.3283
3854,152.88,0.338
3855,194.1,0.3372
3856,14.05,0.4199
3857,1.62,0.4052
3858,157.0,0.39
3859,134.9,0.5373
3860,175.44,0.6465
3861,194.3,0.6243
3862,135.2,0.626
3863,129.81,0.6465
3864,136.96,0.6339
3865,200.52,0.6693
3866,178.93,0.6829
3867,178.5,0.6741
3868,146.43,0.6401
3869,126.16,0.636
3870,158.94,0.6324
3871,173.98,0.5149
3872,174.09,0.5845
3873,2.63,0.5787
3874,211.38,0.6092
3875,151.79,0.4686
3876,211.33,0.4679
3877,2.09,0.4435
3878,1.72,0.4681
3879,181.6,0.4439
3880,181.83,0.601
3881,181.7,0.7124
3882,194.32,0.7141
3883,137.99,0.6795
3884,183.66,0.645
3885,139.48,0.6309
3886,139.54,0.6822
3887,177.06,0.6961
3888,200.8,0.6943
3889,200.63,0.7651
3890,137.26,0.7864
3891,226.2,0.6236
3892,203.03,0.6163
3893,1.68,0.6792
3894,191.75,0.6592
3895,214.17,0.4956
3896,201.71,0.6872
3897,2.89,0.6443
3898,236.12,0.5963
3899,139.22,0.5457
3900,155.5,0.6941
3901,139.82,0.6603
3902,184.38,0.7314
3903,194.76,0.7815
3904,226.17,0.8645
3905,216.84,0.8249
3906,241.32,0.79
3907,136.04,0.6064
3908,152.06,0.4304
3909,1.5,0.3765
3910,1.6,0.4238
3911,175.33,0.4703
3912,193.89,0.4701
3913,209.01,0.5841
3914,1.21,0.5819
3915,141.09,0.5738
3916,172.6,0.4044
3917,184.04,0.5659
3918,1.69,0.5543
3919,198.85,0.5778
3920,126.82,0.5561
3921,201.41,0.7321
3922,157.54,0.6721
3923,216.93,0.748
3924,125.48,0.7253
3925,219.68,0.7091
3926,173.57,0.6446
3927,137.75,0.6552
3928,138.04,0.5896
3929,138.4,0.6367
3930,139.5,0.6785
3931,231.14,0.5674
3932,188.9,0.4561
3933,2.08,0.5289
3934,2.31,0.4842
3935,228.56,0.4912
3936,176.39,0.4916
3937,197.46,0.5942
3938,2.65,0.5202
3939,127.77,0.489
3940,138.11,0.4867
3941,138.21,0.6607
3942,194.61,0.669
3943,215.51,0.7069
3944,137.96,0.5948
3945,184.38,0.4372
3946,1.09,0.3719
3947,1.9,0.3698
3948,135.57,0.355
3949,135.34,0.5304
3950,166.34,0.7082
3951,215.69,0.7537
3952,219.42,0.6441
3953,191.19,0.5092
3954,1.22,0.4393
3955,1.3,0.4199
3956,130.25,0.4496
3957,195.6,0.4502
3958,227.57,0.5596
3959,1.98,0.6115
3960,135.14,0.5617
3961,193.71,0.4855
3962,134.66,0.679
3963,134.41,0.5698
3964,238.68,0.5176
3965,1.5,0.5191
3966,129.88,0.5657
3967,136.45,0.5675
3968,191.41,0.763
3969,240.89,0.8542
3970,240.68,0.9396
3971,241.46,0.9631
3972,240.9,0.9217
3973,220.21,0.8977
3974,190.28,0.8794
3975,211.32,0.862
3976,219.06,0.6841
3977,219.62,0.5305
3978,2.58,0.4876
3979,2.35,0.4494
3980,158.77,0.4178
3981,172.34,0.5353
3982,181.01,0.6144
3983,146.3,0.4865
3984,99.17,0.3476
3985,2.22,0.202
3986,2.5,0.197
3987,2.89,0.2614
3988,140.16,0.4016
3989,177.95,0.4015
3990,173.75,0.5001
3991,2.39,0.4865
3992,123.52,0.5107
3993,123.47,0.3705
3994,207.55,0.5272
3995,2.29,0.597
3996,194.1,0.6464
3997,208.8,0.4787
3998,183.9,0.5677
3999,2.46,0.5835
4000,111.18,0.5301
4001,213.47,0.5504
4002,143.46,0.7191
4003,208.73,0.6292
4004,208.76,0.4559
4005,1.23,0.4544
4006,1.54,0.3881
4007,141.57,0.3429
4008,127.63,0.4673
4009,153.45,0.5913
4010,153.38,0.6012
4011,153.29,0.6719
4012,153.64,0.7148
4013,214.12,0.7704
4014,205.93,0.6474
4015,221.42,0.6916
4016,2.8,0.6865
4017,207.73,0.6881
4018,207.85,0.6279
4019,207.93,0.7854
4020,147.74,0.7852
4021,195.5,0.7853
4022,207.48,0.7751
4023,207.98,0.7997
4024,195.47,0.6414
4025,177.74,0.5824
4026,1.86,0.5812
4027,135.39,0.599
4028,206.42,0.6312
4029,217.25,0.7993
4030,217.16,0.8451
4031,207.47,0.8475
4032,191.46,0.8479
4033,209.4,0.8621
4034,217.77,0.6939
4035,234.42,0.7045
4036,1.76,0.7025
4037,204.38,0.663
4038,207.03,0.4726
4039,169.44,0.5734
4040,1.54,0.5226
4041,125.01,0.4585
4042,142.25,0.4891
4043,128.6,0.6012
4044,206.85,0.5003
4045,138.74,0.5535
4046,1.56,0.5981
4047,207.25,0.5785
4048,183.19,0.6142
4049,182.85,0.7626
4050,182.5,0.7428
4051,183.06,0.7879
4052,182.98,0.8105
4053,238.36,0.8282
4054,210.59,0.6798
4055,204.12,0.5316
4056,1.57,0.5196
4057,1.66,0.4989
4058,223.68,0.5168
4059,185.24,0.5172
4060,226.07,0.6261
4061,2.04,0.5891
4062,134.85,0.5943
4063,178.46,0.5589
4064,191.6,0.7195
4065,182.74,0.7749
4066,198.5,0.816
4067,202.57,0.7636
4068,228.78,0.7271
4069,127.48,0.7541
4070,138.1,0.7296
4071,231.5,0.7102
4072,172.65,0.7761
4073,204.99,0.82
4074,208.16,0.8133
4075,191.77,0.7606
4076,223.26,0.7123
4077,108.24,0.6361
4078,145.89,0.4807
4079,114.91,0.2995
4080,1.64,0.3792
4081,1.64,0.3697
4082,205.77,0.385
4083,134.3,0.5393
4084,133.61,0.6935
4085,190.36,0.674
4086,190.31,0.7237
4087,181.89,0.7386
4088,195.08,0.6901
4089,151.9,0.6834
4090,130.95,0.7074
4091,182.21,0.5492
4092,211.21,0.4263
4093,1.56,0.4504
4094,1.53,0.4045
4095,160.36,0.2334
4096,126.16,0.371
4097,1.8,0.4855
4098,169.98,0.4812
4099,141.58,0.3793
4100,155.08,0.3793
4101,1.5,0.3497
4102,1.78,0.394
4103,133.78,0.423
4104,195.81,0.5447
4105,190.54,0.6903
4106,150.4,0.6939
4107,179.89,0.6482
4108,138.1,0.6714
4109,140.01,0.6531
4110,218.83,0.6196
4111,128.11,0.5085
4112,138.8,0.5538
4113,2.3,0.5561
4114,195.35,0.6163
4115,221.64,0.5042
4116,201.74,0.5036
4117,1.76,0.4563
4118,1.5,0.4191
4119,137.49,0.4369
4120,176.1,0.5267
4121,223.59,0.6951
4122,111.64,0.7424
4123,207.46,0.7693
4124,195.34,0.7598
4125,209.05,0.866
4126,211.92,0.871
4127,241.62,0.9026
4128,213.52,0.927
4129,233.98,0.8761
4130,238.97,0.8058
4131,149.64,0.7677
4132,155.61,0.6921
4133,166.96,0.6577
4134,141.4,0.678
4135,196.9,0.7011
4136,174.48,0.5663
4137,183.91,0.5638
4138,1.96,0.5263
4139,138.34,0.5077
4140,151.12,0.3586
4141,151.67,0.5197
4142,1.54,0.5264
4143,199.0,0.5263
4144,146.54,0.5221
4145,150.99,0.6508
4146,146.57,0.666
4147,158.97,0.6546
4148,217.66,0.6549
4149,132.56,0.6696
4150,151.38,0.6638
4151,164.48,0.645
4152,151.87,0.6519
4153,194.71,0.6518
4154,140.99,0.677
4155,151.26,0.6756
4156,195.33,0.518
4157,150.15,0.5123
4158,1.95,0.5001
4159,134.02,0.4436
4160,136.28,0.3227
4161,126.23,0.3225
4162,2.17,0.3166
4163,1.8,0.3529
4164,126.82,0.3478
4165,180.69,0.4904
4166,119.93,0.5882
4167,176.61,0.5987
4168,121.5,0.5735
4169,139.67,0.5859
4170,149.81,0.6224
4171,135.1,0.6811
4172,221.26,0.748
4173,193.3,0.8067
4174,221.46,0.6998
4175,221.72,0.5214
